4-ethyl-3,4-dihydroquinazolin-2-amine	HTR5A
4-(butylthio)-2-methoxybenzonitrile	AR
2-(4-butoxy-phenoxy)-n-hydroxy-n-methyl-acetamide	ALOX5
zk 756326	CCR8
trans-2-fluoro-2-phenylcyclopropylamin	MAOA
trans-2-fluoro-2-phenylcyclopropylamin	MAOB
iodosulpiride	DRD2
phelligridin i	PTPN1
[125i](-)icyp	ADRB3
4-[1-(4-hydroxyphenyl)-2-phenylprop-1-enyl]phenol	ESR1
f-14512	TOP2A
f-14512	TOP2B
col-1077	SCN1A
8-(2,3,4-trimethoxyphenyl)-9h-purine-2,6-diamine	PDF
8-(2,3,4-trimethoxyphenyl)-9h-purine-2,6-diamine	DHFR
n-(4-methylthiazol-2-yl)-2-phenylacetamide	ALOX5
3-(2-n-piperidyl-propionamino)-rutaecarpine	BCHE
3-(2-n-piperidyl-propionamino)-rutaecarpine	ACHE
mst-400	ILK
3 beta-o-acetyloleanolic acid	PTGS2
3 beta-o-acetyloleanolic acid	PTGS1
microxine	CDK1
microxine	PTGS2
tyr-(s)-spiro-aba-gly-phe-nh2	OPRD1
tyr-(s)-spiro-aba-gly-phe-nh2	OPRM1
ru79256	SRC
olsalazine	IFNG
olsalazine	TPMT
5-(isopropylamino)quinolin-8-ol	IDO1
meriolin 2	CDK2
meriolin 2	CDK9
meriolin 2	CCNA2
textilinin	PLG
pibutidine	HRH2
pd-160170	NPY1R
4-hydroxy-6-nitro-3-phenylquinolin-2(1h)-one	FASN
(5beta)-pregnane-3,20-dione	RXRA
(5beta)-pregnane-3,20-dione	NR1I3
jwh-370	CNR1
jwh-370	CNR2
(r,s)-4-phosphonophenylglycine	GRM8
cv-11194	AGTR1
2-heptyl-1(3)h-anthra[1,2-d]imidazole-6,11-dione	TERT
7-methyl-2-m-tolylpyrido[2,3-d]pyrimidine	GRM5
methylthioadenosine	ADORA2A
methylthioadenosine	ADORA2B
methylthioadenosine	ADORA3
methylthioadenosine	ADORA1
s-(n-4chlorophenyl-n-hydroxycarbamoyl)glutathione	GLO1
resolvin d2	TRPA1
3-(4-benzyl-piperazin-1-yl)-phenol	DRD2
3-(4-benzyl-piperazin-1-yl)-phenol	DRD3
isis 298743	HIF1A
dextroamphetamine	SLC6A2
dextroamphetamine	SLC18A2
dextroamphetamine	SLC6A3
isis 13730	BRAF
desmetheylastemizole	KCNH2
3alpha,24-dihydroxyolean-12-en-27-oic acid	PTPN1
abt-510	THBS1
flt-3 inhibitor ii	PDGFRB
flt-3 inhibitor ii	FLT3
pegsunercept	TNF
epidermal growth factor	EGFR
primidone	GABRD
primidone	GABRG3
primidone	GABRG2
primidone	GABRA1
primidone	GABRG1
primidone	GABRA4
primidone	GABRA2
primidone	GABRE
primidone	GABRP
primidone	GABRB3
primidone	GABRQ
primidone	GABRA5
primidone	GABRA3
primidone	GABRA6
primidone	GABRB1
primidone	GABRB2
pa-799	PIK3CG
2-phenyl-1,1-di(pyridin-3-yl)ethanol	KCNA5
alogliptin	DPP4
hs-110	HSP90B1
hs-110	CD80
iogen	ESR1
2-(biphenyl-2-yloxy)-n,n-dimethylethanamine	HTR7
olanzapine	DRD2
olanzapine	HTR2A
lunacalcipol	CYP24A1
cgp-52411	EGFR
garveatin e	IDO1
compound 5 {pmid: 24900446]	KLK6
n-alpha-amidino-tyr(me)-pro-trp-p-cl-phe-nh2	OPRD1
n-alpha-amidino-tyr(me)-pro-trp-p-cl-phe-nh2	OPRM1
nsc-224124	NQO1
formalin	TRPA1
rotigitine	DRD2
psb-11	ADORA2B
psb-11	ADORA3
psb-11	ADORA1
ik-862	ADAM33
ik-862	ADAM17
es-285	RHOA
vaganine d	BCHE
dau-6285	HTR4
pnd-1186	PTK2
cp-226269	DRD4
bis(5-methoxybenzo[b]furan-2-yl)methanone	PDGFRB
adapalene	RXRB
adapalene	RARG
adapalene	RARB
adapalene	RXRG
s-(n-ethyl-n-hydroxycarbamoyl)glutathione	GLO1
10r-hydroxylobelane	SLC6A4
10r-hydroxylobelane	SLC6A3
1-(2-methoxyphenyl)-4-pentylpiperazine	HTR1A
gemcitabine	RRM1
gemcitabine	RRM2
1-(2-naphthyl)-2-aminopropane	MAOA
quinoline 2	IDE
mem-3454	CHRNA7
4-[4-(benzyloxy)piperidino]butyl-3-chlorobenzoate	BCHE
2-(3-isobutyl-phenyl)-propionic acid	CXCR2
2-(3-isobutyl-phenyl)-propionic acid	CXCR1
irx-4	FOLH1
4-isopropylphenserine	BCHE
4-isopropylphenserine	ACHE
(s)-flurbiprofen	PSEN1
(s)-flurbiprofen	APH1B
(s)-flurbiprofen	PSEN2
(s)-flurbiprofen	PTGS1
(s)-flurbiprofen	PSENEN
(s)-flurbiprofen	APH1A
(s)-flurbiprofen	PTGS2
(s)-flurbiprofen	NCSTN
ddp-200	CHRM5
[125i]bop	TBXA2R
em-tbpc	GRM1
v-101	ADRA2C
decane-1,10-diyl disulfamate	CA6
decane-1,10-diyl disulfamate	CA1
decane-1,10-diyl disulfamate	CA9
decane-1,10-diyl disulfamate	CA2
decane-1,10-diyl disulfamate	CA4
decane-1,10-diyl disulfamate	CA12
skf-97426	NR1H4
2-[1,4]oxazepan-4-yl-benzo[h]chromen-4-one	PRKDC
arry-797	MAPK12
4sc-202	HDAC1
4-(2-(4-methoxyphenylamino)ethyl)-1h-imidazole	HRH3
r214127	GRM1
avelumab	CD274
pentane-1,5-diamine	CA6
pentane-1,5-diamine	CA1
pentane-1,5-diamine	CA9
pentane-1,5-diamine	CA2
pentane-1,5-diamine	CA4
pentane-1,5-diamine	CA12
1-ethylidenethiosemicarbazide	TYR
nociceptin/orphanin fq	OPRL1
n-(4-(3-(pyridin-2-yl)acryloyl)phenyl)acetamide	TUBB
ly456236	GRM1
dcc-2036	ABL1
vatalanib	EGFR
vatalanib	KDR
vatalanib	FLT4
vatalanib	FLT1
flurandrenolide	NR3C1
azd-5213	HRH3
n-(1-(4-phenylbutyl)piperidin-4-yl)-2-naphthamide	HTR2A
dpc-333	ADAM17
6-(3-(pyridin-4-yl)phenyl)naphthalen-2-ol	CYP17A1
pnt-500	ERBB2
cm3.1-ac100	GLP1R
i-brd9	BRD9
bm-17.0744	PPARA
264w94	SLC10A2
3-[5-ethoxy-indan-(1z)-ylidenemethyl]-pyridine	CYP19A1
3-[5-ethoxy-indan-(1z)-ylidenemethyl]-pyridine	CYP11B1
ksb-303	CEACAM5
tilmacoxib	PTGS2
hydromorphone prodrug	OPRM1
lecanindole d	PGR
naxagolide	DRD2
cere-110	NGF
bivatuzumab mertansine	CD44
(2s,3s)-2-(m-tolyl)-3,5,5-trimethylmorpholin-2-ol	CHRNA4
(2s,3s)-2-(m-tolyl)-3,5,5-trimethylmorpholin-2-ol	SLC6A2
(2s,3s)-2-(m-tolyl)-3,5,5-trimethylmorpholin-2-ol	CHRNB2
(2s,3s)-2-(m-tolyl)-3,5,5-trimethylmorpholin-2-ol	CHRNB4
(2s,3s)-2-(m-tolyl)-3,5,5-trimethylmorpholin-2-ol	SLC6A3
tnp-351	DHFR
l-739750	FNTB
6-furan-2-yl-9-phenethyl-9h-purin-2-ylamine	ADORA2A
[mpa1, d-tyr(et)2, l-tic7]ot	OXTR
am-411	CNR1
am-411	CNR2
2-isoxazol-3-yl-3h-imidazo[4,5-c]quinoline	GABRA1
1-butyl-3-methyl-3,7-dihydro-purine-2,6-dione	PDE4A
1-butyl-3-methyl-3,7-dihydro-purine-2,6-dione	PDE4D
ly-307161 sr	GLP1R
gr-233548	ITGB3
gr-233548	ITGA2B
3-(6-hydroxy-benzooxazol-2-yl)-benzene-1,2-diol	ESR2
3-(6-hydroxy-benzooxazol-2-yl)-benzene-1,2-diol	ESR1
7,8-dichloroquinoline-4-one-3-carboxylic acid	CSNK2A1
2-chloro-n-(6-cyanopyridin-3-yl)propanamide	MTOR
methyl arachidonyl fluorophosphonate	PLA2G4A
metoclopramide	CHRM1
metoclopramide	DRD2
cx-1739	GABRA1
cx-1739	GABRA2
cx-1739	GABRB2
ym-598	EDNRA
bph-742	GGPS1
n-(2-propyloxy-4-nitrophenyl)methanesulfonamide	CYP19A1
homoserine lactone	SLC9A1
bis(14)-huperzine b	ACHE
np-50301	ESR1
atiratecan	TOP1
n-(2-aminophenyl)-4-(chroman-3-ylmethyl)benzamide	HDAC1
w-f-f-n--y-y-w	EDNRB
w-f-f-n--y-y-w	EDNRA
[3h]l365260	CCKBR
toll-like receptor 4 inhibition	TOP2A
toll-like receptor 4 inhibition	TOP2B
5-methyl-oxazolidin-(2z)-ylideneamine	NOS1
5-methyl-oxazolidin-(2z)-ylideneamine	NOS2
ro-43-5054	ITGB3
2-amino-4,6-di-furan-2-yl-nicotinonitrile	ADORA2A
2-amino-4,6-di-furan-2-yl-nicotinonitrile	ADORA2B
2-amino-4,6-di-furan-2-yl-nicotinonitrile	ADORA1
peg-g-csf	CSF3R
peg-g-csf	CSF1R
nepadutant	TACR2
oncolym	HLA-DRB1
(z)-3-((1h-pyrrol-2-yl)methylene)indolin-2-one	RET
(z)-3-((1h-pyrrol-2-yl)methylene)indolin-2-one	AKT1
(z)-3-((1h-pyrrol-2-yl)methylene)indolin-2-one	PDPK1
beta-d-glucopyranose spirohydantoin	PYGM
tb-101	F2
2-(1-tosyl-1h-indol-3-yl)ethanamine	HTR6
mepyramine maleate	HRH1
ns-018	JAK2
ono-8809	TBXA2R
n-benzyl[d-pro-10]dyn a-(1-11)	OPRK1
nu-1001-41	AKT1
sotrastaurin acetate	PRKCA
sotrastaurin acetate	PRKCB
sotrastaurin acetate	PRKCQ
xl844	CHEK2
xl844	CHEK1
2-(4-chloro-phenyl)-3h-imidazo[4,5-c]quinoline	GABRA1
phe-377	TRPV1
retinostat	PLG
retinostat	COL18A1
pd-135222	DRD2
jwh-325	CNR1
jwh-325	CNR2
1-((s)-2-aminopropyl)-7-fluoro-1h-indazol-6-ol	HTR2C
1-((s)-2-aminopropyl)-7-fluoro-1h-indazol-6-ol	HTR2B
1-((s)-2-aminopropyl)-7-fluoro-1h-indazol-6-ol	HTR2A
2,4,4-triphenylimidazoline	NPY5R
1,2-bis(3,4-difluorophenyl)-2-hydroxyethanone	CES1
miv-701	CTSK
bisandrographolide	TRPV4
ac-cys-ile-tyr-lys-phe(4-n3)-tyr	SRC
nox-f37	AVPR1A
[125i]lsd	HTR7
[125i]lsd	HTR1F
[125i]lsd	HTR5A
bip-tyr(3bzl)-thr-pro-lys-thr	SLC6A3
3-(6-methoxy-3-methylnaphthalen-2-yl)pyridine	CYP11B1
3-(2-amino-propyl)-1h-indol-5-ol	HTR1A
3-(2-amino-propyl)-1h-indol-5-ol	HTR2C
3-(2-amino-propyl)-1h-indol-5-ol	HTR2B
3-(2-amino-propyl)-1h-indol-5-ol	HTR2A
5-(2-(3-chlorophenyl)ethynyl)pyrimidine	GRM5
trimazosin	ADRA1D
2-methoxyphenylboronic acid	FAAH
tau phosphorylation inhibitors	MAPT
10s-hydroxylobelane	SLC6A4
10s-hydroxylobelane	SLC6A3
d[leu4,orn8]vp	AVPR1B
d[leu4,orn8]vp	AVPR2
d[leu4,orn8]vp	OXTR
d[leu4,orn8]vp	AVPR1A
mf-101	ESR2
cbd cannabis derivative	CNR1
thieno[2,3-b]pyridine-2-carboxamidine	PLAU
netoglitazone	PPARG
quinazoline deriv. 1	AURKC
quinazoline deriv. 1	AURKB
trefentanil hydrochloride	OPRM1
az-40140	ADRB3
deltorphin	OPRD1
deltorphin	OPRM1
2-methoxy-4-(propylthio)benzonitrile	AR
4-(2-(4-cyclohexylphenylamino)ethyl)-1h-imidazole	HRH3
4-(2-(pyrrolidin-1-yl)ethyl)pyridine	HRH3
mrs2211	P2RY13
sb-435495	PLA2G1B
qlt-091568	ADRB3
asterric acid	EDNRA
bisquinolinium derivative	CHKA
bms-245782	NPY1R
k-454	JAK2
azd-8683	CHRM1
l-693612	CA1
fus-1 tumor suppressor gene therapy - nanoparticle formulation	TUSC2
6-bromo-5-methyl-1h-indole-2,3-dione	CES1
4-(6-phenyl-2,4'-bipyridin-4-yl)phenol	TOP1
salvinorin b butoxymethyl ether	OPRK1
zyog1	GLP1R
abt-494	JAK1
(r)-ondansetron	KCNH2
pirbuterol	ADRB2
motesanib	KDR
motesanib	KIT
adcahxarg4lys(biotin)-peg-ome	PRKAR1A
adcahxarg4lys(biotin)-peg-ome	PRKAR2B
betamethasone valerate	NR3C1
a-68930	DRD1
compound 10f	ELANE
compound 10f	CEL
paramethasone	NR3C1
paramethasone	SERPINA6
2-phenyl-n,n-bis(o-tolylthiomethyl)ethanamine	MCHR1
rilimogene galvacirepvec	KLK3
jwh-306	CNR2
3-methyl-2(1h)-thioxo-4(3h)-quinazolinone	MAOA
tamatinib	RET
tamatinib	SYK
isis-eif4e	EIF4EBP2
nsc-30171	ATIC
asenapine	DRD2
asenapine	HTR2A
isis 196103	ITGB3
cs-722	MAOA
l-739749	FNTB
1,3-dibenzyl urea	TRPV1
tyr-d-ala-gly-phe-met-pro-leu-trp-nh-bzl	TACR1
tyr-d-ala-gly-phe-met-pro-leu-trp-nh-bzl	OPRD1
tyr-d-ala-gly-phe-met-pro-leu-trp-nh-bzl	OPRM1
trx-518	TNFRSF18
propan-2-one o-4-(heptyloxy)phenylcarbamoyl oxime	FAAH
4'-demethyl-epipodophyllotoxin	TOP2A
4'-demethyl-epipodophyllotoxin	TOP2B
4-pentadeca-1,3,6-trienylsulfanyl-butyric acid	ALOX5
sew2871	S1PR1
pf-3463275	SLC6A9
hexocyclium	CHRM1
hexocyclium	CHRM3
2-deoxy-glucose-6-phosphate	PYGM
4-((1h-indol-1-yl)methyl)benzenamine	HTR6
styrylboronic acid	CA1
isorhamnetin	CYP1B1
cilengitide	ITGAV
cilengitide	ITGB3
isonicotinic acid	HCAR2
isonicotinic acid	HCAR3
4-(2-methoxybenzylthio)-2-aminobutanoic acid	CACNA2D1
4-(2-methoxybenzylthio)-2-aminobutanoic acid	CACNG1
4-[3-(4-imidazol-1-yl-phenoxy)-propyl]-pyridine	CYP3A4
4-[3-(4-imidazol-1-yl-phenoxy)-propyl]-pyridine	CYP2D6
4-(3-bromophenoxy)-6-chloroquinazoline	GRM5
isis 133206	DUSP5
cp55,667	GPR55
calusterone	AR
n-benzyl-(6-butoxy-2-naphthyl)-2-aminopropane	MAOA
androstenol	NR1I3
sl-25.1188	MAOB
all-trans-4-oxo-retinoic acid	ADRA2C
all-trans-4-oxo-retinoic acid	RORB
isoleucine thiazolidide dpp iv	DPP4
bretylium	ADRB1
bretylium	ATP1A1
1-[5-(4-chlorophenyl)-2-furoyl]piperazine	SCN10A
1-[5-(4-chlorophenyl)-2-furoyl]piperazine	SCN5A
c[nle-asp-d-nal(2')-arg-trp-glu]-nh2	MC4R
c[nle-asp-d-nal(2')-arg-trp-glu]-nh2	MC3R
methiothepin	HTR7
methiothepin	HTR6
methiothepin	HTR5A
(11-beta)-11,21-dihydroxy-pregn-4-ene-3,20-dione	HSD11B1
(11-beta)-11,21-dihydroxy-pregn-4-ene-3,20-dione	NR3C2
isis 122991	MAP3K3
methyl 9h-carbazole-2-carboxylate	KIF11
4-methyl-5-(4-piperidyl)isothiazol-3-ol	GABRA1
4-methyl-5-(4-piperidyl)isothiazol-3-ol	GABRG2
azumamide e	HDAC4
azumamide e	HDAC1
mteb	GRM5
(+)-(5s,8s,10s)-20-methoxypuupehenol	ALOX15
(+)-(5s,8s,10s)-20-methoxypuupehenol	ALOX12
2-methyl-1,2-di-pyridin-3-yl-propane	CYP11B1
gdc-0199	BCL2
cid1172084	GPR55
l-658,758	ELANE
2-(4-isopropyl-piperazin-1-yl)-quinoline	HRH3
1h-1,2,3-benzotriazol-1-amine	CYP3A4
1h-1,2,3-benzotriazol-1-amine	CYP2D6
erteberel	ESR2
vestipitant mesylate	TACR1
lor-220	PIK3CG
beta,beta-dimethylmelatonin	MTNR1A
beta,beta-dimethylmelatonin	MTNR1B
cjc-1131	GLP1R
des-aa1,2,5-[(nalphame)d-nal8,iamp9]srif	SSTR1
4-[3-(benzyloxy)benzoyl]benzoic acid	SRD5A2
1-(1-phenyl-2-o-tolylethyl)piperazine	SLC6A2
1-(1-phenyl-2-o-tolylethyl)piperazine	SLC6A4
rm-6427	EGFR
gz402666	GAA
n-hydroxycarbamoylmethyl-4-phenoxy-benzamide	MMP1
insulin detemir	INSR
nemonapride	DRD2
jwh-203	CNR2
piribedil	DRD2
piribedil	HTR1A
piribedil	HTR2B
piribedil	DRD4
piribedil	ADRA2C
piribedil	DRD3
hydroxyalanine	AMD1
pfizer compound 11	P2RY1
edaglitazone	PPARG
2-(2,6-dimethyl-benzyl)-4,5-dihydro-1h-imidazole	HTR1D
cde-6960	PRKCE
cde-6960	PRKCQ
monomethylfumarate	HCAR2
sr-123781a	F2
sr-123781a	F10
methyl 4-(3-cyclohexylureido)butanoate	EPHX2
n,n-dimethyl-2-(pyridin-3-yloxy)ethanamine	CHRNB2
n,n-dimethyl-2-(pyridin-3-yloxy)ethanamine	CHRNA4
n1-dansyl-spermine	GRIN2C
n1-dansyl-spermine	GRIN2A
n1-dansyl-spermine	GRIN2D
n1-dansyl-spermine	GRIN2B
irl-1722	EDNRB
flavone	ADORA2B
flavone	ADORA3
flavone	ADORA1
abnormal cannabidiol	GPR18
abnormal cannabidiol	GPR55
9-o-[3-(phenylol-1-yloxy)propyl]berberine bromide	BCHE
9-o-[3-(phenylol-1-yloxy)propyl]berberine bromide	ACHE
it-101	HIF1A
(+/-)-threo-3',4'-dichloromethylphenidate amide	SLC6A3
dextromethorphan polistirex	SLC6A4
dextromethorphan polistirex	SIGMAR1
[14c]mtep	GRM5
savoxepin mesylate	DRD2
sori-9409	OPRD1
(s,s)-(-)-bis(12)-hupyridone	ACHE
7alpha,25-dihydroxycholesterol	GPR183
6-cl-mlt	MTNR1A
bms 275291	MMP7
bms 275291	MMP1
bms 275291	MMP2
rp-66364	LTB4R
compound 8a	BRS3
compound 8a	CTSA
gs-9820	PIK3CD
jwh-323	CNR2
mdx-1147	FOLH1
5-ht2c agonists (metabolic disorders), boehringer	HTR2C
rm65	PRMT1
tru-015	MS4A1
etirinotecan pegol	TOP1
jtv-803	F10
gallicacid	CA6
gallicacid	SELP
gallicacid	CA1
gallicacid	CA9
gallicacid	CA2
gallicacid	CA4
gallicacid	CA12
4-cyclohexyl-4-hydroxy-but-2-enoic acid	SLC52A2
2-mercapto-n-(4-sulfamoyl-phenyl)-benzamide	CA2
2-mercapto-n-(4-sulfamoyl-phenyl)-benzamide	CA1
2-mercapto-n-(4-sulfamoyl-phenyl)-benzamide	CA9
asp-7147	GRPR
oxyphenonium	CHRM1
zotarolimus	MTOR
ins-117548	ROCK1
ins-117548	ROCK2
phenyl 7-methoxy-4-phenylbenzofuran-2-ylcarbamate	ADORA2A
tq-1017	SLC6A2
tq-1017	HTR2C
tq-1017	OPRM1
a-204176	ADRA1A
n-(3-phenethoxybenzyl)-4-hydroxybenzamide	GRIN2B
anti-ox40 mab	TNFRSF4
h-dmt-tic-(2s,3r)-beta-mecha-phe-nh2	OPRD1
h-dmt-tic-(2s,3r)-beta-mecha-phe-nh2	OPRM1
biliverdine ix alpha	HMOX1
phenylphosphate	SRC
syl-040012	ADRB2
1-(4-(4-phenyl-1-piperazinyl)butyl)indolin-2-one	DRD2
1-(4-(4-phenyl-1-piperazinyl)butyl)indolin-2-one	DRD3
1-(4-(4-phenyl-1-piperazinyl)butyl)indolin-2-one	DRD5
3-phenacyl-udp	P2RY6
actinoplanic acid a	FNTB
i-vation	SERPINA6
isoamyl-agomelatine	MTNR1A
(s)-pyrrolidin-1-yl(pyrrolidin-2-yl)methanone	DPP4
quin-c1	FPR2
temocapril hydrochloride	ACE
s-18326	F2
imc-1c11	KDR
jwh-385	CNR1
jwh-385	CNR2
tirofiban	ITGB3
tirofiban	ITGA2B
raclopride	DRD2
akp-320	PPARG
mm-141	IGF1R
mm-141	ERBB3
thioureidobutyronitrile	TP53
arvanil	TRPV1
salvinorin b propoxymethyl ether	OPRK1
cvt-6883	ADORA2B
4-(10h-anthracen-9-ylidene)-1-methyl-piperidine	HTR2A
gamma-glutamyl[s-(2-iodobenzyl)cysteinyl]glycine	PDE5A
9-hydrazino-1,2,3,4-tetrahydroacridine	ACHE
bal-101553	TUBB
brl 26830a	ADRB3
pyridine-2,4-dicarboxylic acid	EGLN2
gpr109a agonists, merck	HCAR2
4-(4-fluoro-benzylideneamino)-benzenesulfonamide	PTGS2
o-2442	SLC6A3
4030w92	SCN1A
efegatran	F2
belatacept	CD28
(n-(3-phenoxycinnamyl)-acetohydroxamic acid	ALOX5
3-methoxyphenyl 10h-phenothiazine-10-carboxylate	BCHE
n-[5-(2-ethyl-phenyl)-furan-2-carbonyl]-guanidine	SLC9A1
1-oh-pge1	PTGER4
azd5363	AKT3
6-methyl-2-oxo-2h-chromene-3-carboxylic acid	CA4
6-methyl-2-oxo-2h-chromene-3-carboxylic acid	CA12
6-methyl-2-oxo-2h-chromene-3-carboxylic acid	CA2
6-methyl-2-oxo-2h-chromene-3-carboxylic acid	CA1
6-methyl-2-oxo-2h-chromene-3-carboxylic acid	CA9
naag	GRM3
carbenoxolone	HSD11B1
2-furan-2-yl-7-methyl-1h-[1,8]naphthyridin-4-one	TUBB
radiosensitizer gene therapy	TK1
ac-devd-cho	CASP3
olmutinib	EGFR
azatadine	HRH1
als-00t2-0501	TNF
des-aa1,2,5-[d-trp8,iamp9,tyr11]cbm-srif	SSTR1
nivolumab	PDCD1
vu-1545	GRM5
dephospho coenzyme a	COASY
6-desoxonaltrexone	OPRK1
6-desoxonaltrexone	OPRD1
6-desoxonaltrexone	OPRM1
n-(3-(1h-indol-4-yloxy)propyl)cyclohexanamine	HTR1A
4-(2,4-diethyl-1h-pyrrol-3-yloxy)benzonitrile	PGR
knx-monoclonal204	APP
2,3,5-trimethoxy-4'-amino-trans-stilbene	CYP19A1
arn34	AR
ceruletide	CCKAR
ceruletide	CCKBR
1,1,1-trifluoro-6-(naphthalen-2-yl)hexan-2-one	PLA2G4A
isis 19659	ERBB4
rq-00317076	PTGS2
(3-tetradecylamino-cyclopentyl)-phosphonic acid	S1PR1
morphanthridine	TRPA1
brofaromine	MAOA
l-carnitine	CPT1A
l-carnitine	CPT1B
(r,s)-1-(5-fluoro-1h-indol-1-yl)propan-2-amine	HTR2C
(r,s)-1-(5-fluoro-1h-indol-1-yl)propan-2-amine	HTR2A
nitroxoline	METAP2
adcahxarg4lys-pegome	PRKAR1A
adcahxarg4lys-pegome	PRKAR2B
cilansetron	HTR3A
gly-hyp-glu	GRIN2A
gly-hyp-glu	GRIN1
gly-hyp-glu	GRIN2B
nsc-663284	CDC25C
4-(4-hydroxyphenyl)-1-naphthaldehyde oxime	ESR2
4-imidazol-1-ylmethyl-3-nitroxanthen-9-one	CYP19A1
g17dt	GAST
a-80263	ALOX5
an-1792	APP
n1-(naphthalen-1-yl)ethane-1,2-diamine	CA4
n1-(naphthalen-1-yl)ethane-1,2-diamine	CA12
n1-(naphthalen-1-yl)ethane-1,2-diamine	CA6
n1-(naphthalen-1-yl)ethane-1,2-diamine	CA9
krp-104	DPP4
pf-03814735	AURKA
pf-03814735	AURKB
estradiol acetate	ESR1
2-(phenylsulfonamido)acetic acid	AKR1B1
3-aminobenzamide	PARP1
(+)-3,3'-bisdemethyltanegool	ALOX15
(+)-3,3'-bisdemethyltanegool	ALOX5
dpo-1	KCNA5
dwp-05195	TRPV1
galiximab	CD80
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	CDK1
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	CDK4
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	PRKCG
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	TEK
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	EGFR
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	CCNE1
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	PRKCA
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	CCNB1
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	CDK2
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	CCND1
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	PRKCE
3-(indole-3-yl)-4-phenyl-1h-pyrrole-2,5-dione	ERBB2
8-methyl-1,3-dihydro-imidazo[4,5-b]quinolin-2-one	PDE3A
n-[2-(5-methoxy-1h-indol-3-yl)ethyl]acetamide	NQO2
7-methoxy-2-morpholin-4-yl-chromen-4-one	PRKDC
srx-251	AVPR1A
unc1999	EZH2
ly2090314	GSK3B
ly2090314	GSK3A
ar-c118925xx	P2RY2
azd1175	CNR1
mcl-153	OPRK1
mcl-153	OPRD1
mcl-153	OPRM1
azd1981	PTGDR2
rpr-107836	CCKBR
ly-243062	DRD2
ad5-10	TNFRSF10B
cmi-489	CHRNB2
cmi-489	CHRNA4
biib 015	TDGF1
avi-4557	CYP3A4
oxymorphindole	OPRK1
oxymorphindole	OPRD1
oxymorphindole	OPRM1
3-(4-butoxy-phenyl)-n-hydroxy-n-methyl-acrylamide	ALOX5
2-(3-benzylquinoxalin-2-ylamino)ethanol	MAOA
rolofylline	ADORA1
danaparoid	F10
td-9855	SLC6A2
td-9855	SLC6A4
7n-methyl-8-hydroguanosine-5'-diphosphate	EIF4E
propranolol	ADRB1
3-(6-amino-purin-9-yl)-4-phenethyloxy-butan-2-ol	ADA
pfizer 10	DRD3
wduo3	CHRM1
captopril	ACE
6-bromo-1-methyl-3-(pyridin-4-yl)-1h-indole	IMPDH2
sr 16234	ESR1
r1295	ITGA4
r1295	ITGB7
l-1-amino-4-phosphonobutanoic acid	GRM8
l-1-amino-4-phosphonobutanoic acid	GRM4
isosorbide-2-benzyl carbamate	BCHE
hydrocodone	OPRD1
hydrocodone	OPRM1
3-(1-carbamoyl-1,1-diphenylmethyl)-1-(4-methoxyphenylethyl)pyrrolidine (app)	CHRM3
d[cha4,dap8]vp	AVPR1B
d[cha4,dap8]vp	AVPR2
d[cha4,dap8]vp	OXTR
d[cha4,dap8]vp	AVPR1A
(z)-1,1,1-trifluoro-nonadec-10-en-2-one	FAAH
kw-3635	TBXA2R
sb-219994	PPARG
mcl-443	OPRK1
mcl-443	OPRD1
mcl-443	OPRM1
pd-168077	DRD2
2-chloroadenosine	ADORA2B
2-chloroadenosine	ADORA3
2-chloroadenosine	ADORA1
pd-0173955	PDGFRB
pd-0173955	ABL1
pd-0173955	LCK
pd-0173955	PDGFRA
pd-0173955	SRC
pd-0173955	FGFR1
gsk2126458	PIK3CG
lau-0901	PTAFR
bia	COMT
pf-217830	DRD2
dasotraline	SLC6A2
dasotraline	SLC6A4
dasotraline	SLC6A3
glycine	GRIN2A
7-chloro-2-phenyl-[1,8]naphthyridin-4-ol	ADORA1
gyki-12743	ADRA2C
4-sulfamoyloxy-benzoic acid pentyl ester	STS
n-propyl-2-methylnorapomorphine hydrochloride	DRD2
pgx-200097	COMT
pgx-200097	DRD2
bevacizumab + erlotinib	EGFR
bevacizumab + erlotinib	VEGFA
3-(4-methoxy-benzenesulfonyl)-pentane-1-thiol	MMP13
3-(4-methoxy-benzenesulfonyl)-pentane-1-thiol	MMP1
sdz-210-086	CHRM1
(e)-9-nitrohexadec-9-enoicacid	PPARG
2-(ethoxycarbonyl)-1h-indole-5-carboxylic acid	HRH3
cgs-13080	TBXAS1
almogran	HTR1D
8-n-nonylnaringenin	ESR2
8-n-nonylnaringenin	ESR1
anti-cd45 mabs	PTPRC
pf-3732010	CDH3
1-(4-aminobenzyl)-1h-imidazole	CYP11B1
