DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB07263,"[{2-bromo-4-[(2R)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",,SmallMoleculeDrug,,,24808499,99443734,,,825,,,,"",,,,,,25059118,,
DB07264,(S)-N-(1-(3-CHLORO-4-FLUOROPHENYL)-2-HYDROXYETHYL)-4-(4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE,,SmallMoleculeDrug,,,16115004,99443735,,,82A,,,,"",,,,,,23280577,15645,
DB07265,"3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID",,SmallMoleculeDrug,,,9978312,99443736,,,839,,,,"",,,,,,8153904,50245344,
DB07266,"8-ethyl-3,10,10-trimethyl-4,5,6,8,10,12-hexahydropyrazolo[4',3':6,7]cyclohepta[1,2-b]pyrrolo[2,3-f]indol-9(1H)-one",,SmallMoleculeDrug,,,24894130,99443737,,,83H,,,,"",,,,,,24682040,24721,
DB07267,2-(6-methylpyridin-2-yl)-N-pyridin-4-ylquinazolin-4-amine,,SmallMoleculeDrug,,,10267580,99443738,,,855,,,,"",,,,,,8443059,50293516,
DB07268,2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE,,SmallMoleculeDrug,,,16058637,99443739,40332,,859,,,,"",,,,,,17218356,15978,
DB07269,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-[(1R)-1-{[(BENZYLOXY)CARBONYL]AMINO}-2-METHYLPROPYL](HYDROXY)PHOSPHORYL]PROPANOIC ACID,,SmallMoleculeDrug,,,23653503,99443740,,,864,,,,"",,,,,,25057361,,
DB07270,"N-[7-(3-AMINOPHENYL)-5-METHOXY-1,3-BENZOXAZOL-2-YL]-2,5-DICHLOROBENZENESULFONAMIDE",,SmallMoleculeDrug,,,6102822,99443741,,,870,,,,"",,,,,,4810323,50181324,
DB07271,"(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-(2,2,2-TRIFLUOROETHYL)-1,4-DIAZEPAN-2-ONE",,SmallMoleculeDrug,,,10024590,99443742,,,872,,,,"",,,,,,8200161,,
DB07272,"N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE",,SmallMoleculeDrug,,,6852206,99443743,,,877,,,,"",,,,,,5254658,15940,
DB07273,1-[(2-AMINO-4-CHLORO-5-METHYLPHENYL)SULFONYL]-L-PROLINE,,SmallMoleculeDrug,,,6914644,99443744,,,885,,,,"",,,,,,5290524,50187225,
DB07274,"N-cyclopropyl-6-[(6,7-dimethoxyquinolin-4-yl)oxy]naphthalene-1-carboxamide",,SmallMoleculeDrug,,,11441375,99443745,,,887,,,,"",,,,,,9616239,50236856,
DB07275,"3-(1,1-dioxido-4H-1,2,4-benzothiadiazin-3-yl)-4-hydroxy-1-(3-methylbutyl)quinolin-2(1H)-one",,SmallMoleculeDrug,,,16001653,99443746,,,888,,,,"",,,,,,20130494,30406,
DB07276,"5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE",,SmallMoleculeDrug,,,9543521,99443747,,,893,,,,"",,,,,,7822472,15922,
DB07277,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,,SmallMoleculeDrug,,,10343728,99443748,,,894,,,,"",,,,,,8519187,50206985,
DB07278,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHENESULFONAMIDE,,SmallMoleculeDrug,,,9911502,99443749,,,895,,,,"",,,,,,8087153,17643,
DB07279,N-ETHYL-N-ISOPROPYL-3-METHYL-5-{[(2S)-2-(PYRIDIN-4-YLAMINO)PROPYL]OXY}BENZAMIDE,,SmallMoleculeDrug,,,9820034,99443750,,,896,,,,"",,,,,,7995783,,
DB07280,5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE,,SmallMoleculeDrug,,,11987868,99443751,,,89I,,,,"",,,,,,10160341,14488,
DB07281,"N~3~-BENZYLPYRIDINE-2,3-DIAMINE",,SmallMoleculeDrug,,,10397869,99443752,,,8AP,,,,"",,,,,,8573307,15781,
DB07282,3-({[(1Z)-(2-methoxyphenyl)methylidene]amino}oxy)propanoic acid,,SmallMoleculeDrug,,,44129627,99443753,,,8BD,,,,"",,,,,,26325972,,
DB07283,"9-benzyl-2,3,4,9-tetrahydro-1H-carbazole-8-carboxylic acid",,SmallMoleculeDrug,,,10017976,99443754,,,8CA,,,,"",,,,,,8193549,50247987,
DB07284,"N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE",,SmallMoleculeDrug,,,11701820,99443755,,,8IP,,,,"",,,,,,9876545,15782,
DB07285,"(3R)-4,4-DIFLUORO-3-[(4-METHOXYPHENYL)SULFONYL]BUTANOIC ACID",,SmallMoleculeDrug,,,16129580,99443756,,,8MR,,,,"",,,,,,17286396,,
DB07286,"2-CHLORO-4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-3-METHYLBENZONITRILE",,SmallMoleculeDrug,,,9882972,99443757,,,8NH,,,,"",,,,,,8058647,,
DB07287,"2-(2,4-DICHLOROPHENOXY)-5-(PYRIDIN-2-YLMETHYL)PHENOL",,SmallMoleculeDrug,,,16220130,99443758,,,8PC,,,,"",,,,,,17347434,25425,
DB07288,N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide,,SmallMoleculeDrug,,,9797919,99443759,,,8ST,,,,"",,,,,,7973685,50132151,
DB07289,5-[3-(BENZYLAMINO)PHENYL]-4-BROMO-3-(CARBOXYMETHOXY)THIOPHENE-2-CARBOXYLIC ACID,,SmallMoleculeDrug,,,17758920,99443760,,,910,,,,"",,,,,,22376415,50219574,
DB07290,(2R)-2-{[(4-FLUORO-3-METHYLPHENYL)SULFONYL]AMINO}-N-HYDROXY-2-TETRAHYDRO-2H-PYRAN-4-YLACETAMIDE,,SmallMoleculeDrug,,,4369384,99443761,,,915,,,,"",,,,,,3571962,8503,
DB07291,5-amino-1-(4-chlorophenyl)-1H-pyrazole-4-carbonitrile,,SmallMoleculeDrug,,,639097,99443762,,,928,,,,"",,,,,,554550,50242762,
DB07292,"4-(2-amino-1,3-thiazol-4-yl)phenol",,SmallMoleculeDrug,,,346926,99443763,,,92G,,,,"",,,,,,307794,50293592,
DB07293,benzyl (2-oxopropyl)carbamate,,SmallMoleculeDrug,,,22747857,99443764,,,959,,,,"",,,,,,11624889,,
DB07294,"3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid",,SmallMoleculeDrug,,,445460,99443765,,,961,,,,"",,,,,,393097,31890,
DB07295,2-[(7-HYDROXY-NAPHTHALEN-1-YL)-OXALYL-AMINO]-BENZOIC ACID,,SmallMoleculeDrug,,,447695,99443766,,,968,,,,"",,,,,,394714,13958,
DB07296,(5Z)-3-(4-CHLOROPHENYL)-4-HYDROXY-5-(1-NAPHTHYLMETHYLENE)FURAN-2(5H)-ONE,,SmallMoleculeDrug,,,54682555,99443767,,,973,,,,"",,,,,,22376418,,
DB07297,"5,6-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-D]PYRIMIDIN-4-AMINE",,SmallMoleculeDrug,,,17756743,99443768,40432,,979,,,,"",,,,,,21865411,17714,
DB07298,"3-(CARBOXYMETHOXY)THIENO[2,3-B]PYRIDINE-2-CARBOXYLIC ACID",,SmallMoleculeDrug,,,5327045,99443769,,,982,,,,"",,,,,,4484309,14211,
DB07299,4-METHYL-PENTANOIC ACID {1-[4-GUANIDINO-1-(THIAZOLE-2-CARBONYL)-BUTYLCARBAMOYL]-2-METHYL-PROPYL}-AMIDE,,SmallMoleculeDrug,,,6857702,99443770,,,995,,,,"",,,,,,5257036,,
DB07300,"2-(1H-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine",,SmallMoleculeDrug,,,44176356,99443771,,,9BD,,,,"",,,,,,24634980,32422,
DB07301,9H-CARBAZOLE,,SmallMoleculeDrug,C08060,,6854,99443772,27543,,9CA,,,,"",,,,,,6593,,
DB07302,"(9S,10E,12Z)-9-hydroxyoctadeca-10,12-dienoic acid",,SmallMoleculeDrug,C14767,,5312830,99443773,34496,,9HO,,,,"",,,,,,4472255,,
DB07303,"N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE",,SmallMoleculeDrug,,,11500493,99443774,,,9IP,,,,"",,,,,,9675295,15783,
DB07304,5-[2-(TRIFLUOROMETHOXY)PHENYL]-2-FUROIC ACID,,SmallMoleculeDrug,,,834826,99443775,,,A04,,,,"",,,,,,729148,50175458,
DB07305,5-(2-CHLORO-4-NITROPHENYL)-2-FUROIC ACID,,SmallMoleculeDrug,,,763808,99443776,,,A05,,,,"",,,,,,667828,50175432,
DB07306,ETHYL 4-[(4-CHLOROPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,,SmallMoleculeDrug,,,24894151,99443777,,,A11,,,,"",,,,,,24605321,36400,
DB07307,N-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide,,SmallMoleculeDrug,,,24941253,99443778,,,A17,,,,"",,,,,,23343202,50253154,
DB07308,5-(2-CHLOROBENZYL)-2-FUROIC ACID,,SmallMoleculeDrug,,,14163672,99443779,,,A18,,,,"",,,,,,15426190,50175447,
DB07309,5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID,,SmallMoleculeDrug,,,1069140,99443780,,,A19,,,,"",,,,,,912074,17595,
DB07310,"(5S)-2-{[(1S)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5H)-one",,SmallMoleculeDrug,,,16105493,99443781,,,A21,,,,"",,,,,,16788070,13754,
DB07311,"18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE",,SmallMoleculeDrug,,,11348631,99443782,,,A25,,,,"",,,,,,9523569,15247,
DB07312,"2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE",,SmallMoleculeDrug,,,6102820,99443783,,,A37,,,,"",,,,,,4810321,50181323,
DB07313,5-METHYL-2-[(PHENYLSULFONYL)AMINO]BENZOIC ACID,,SmallMoleculeDrug,,,6102684,99443784,,,A41,,,,"",,,,,,4810208,17477,
DB07314,"1-(5-CHLORO-2,4-DIMETHOXYPHENYL)-3-(5-CYANOPYRAZIN-2-YL)UREA",,SmallMoleculeDrug,,,16122643,99443785,,,A42,,,,"",,,,,,17279556,14717,
DB07315,"5-chloro-N-{4-[(1R)-1,2-dihydroxyethyl]phenyl}-1H-indole-2-carboxamide",,SmallMoleculeDrug,,,24883477,99443786,,,A46,,,,"",,,,,,25057362,,
DB07316,"N-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-N-cyclopropyl-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",,SmallMoleculeDrug,,,25263223,99443787,,,A49,,,,"",,,,,,23335576,28376,
DB07317,(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one,,SmallMoleculeDrug,,,44585557,99443788,,,A51,,,,"",,,,,,22376444,,
DB07318,"N-[2-(4-AMINO-5,8-DIFLUORO-1,2-DIHYDROQUINAZOLIN-2-YL)ETHYL]-3-FURAMIDE",,SmallMoleculeDrug,,,24941258,99443789,,,A55,,,,"",,,,,,25057767,,
DB07319,"6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE",,SmallMoleculeDrug,,,13373715,99443790,,,A56,,,,"",,,,,,14911948,81729,
DB07320,"4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID",,SmallMoleculeDrug,,,9844011,99443791,,,A58,,,,"",,,,,,23290844,50204706,
DB07321,"2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE",,SmallMoleculeDrug,,,6102821,99443792,,,A74,,,,"",,,,,,4810322,,
DB07322,"2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID",,SmallMoleculeDrug,,,6102685,99443793,,,A75,,,,"",,,,,,4810209,17478,
DB07323,"2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID",,SmallMoleculeDrug,,,6102686,99443794,,,A84,,,,"",,,,,,4810210,17572,
DB07324,"3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE",,SmallMoleculeDrug,,,24832022,99443795,,,A91,,,,"",,,,,,22376452,,
DB07325,N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE,,SmallMoleculeDrug,,,17755582,99443796,,,A94,,,,"",,,,,,22376453,,
DB07326,"6-chloro-N-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide",,SmallMoleculeDrug,,,23658582,99443797,,,A96,,,,"",,,,,,24704813,50264389,
DB07327,"(2-ACETYL-5-METHYLANILINO)(2,6-DIBROMOPHENYL)ACETAMIDE",,SmallMoleculeDrug,,,446106,99443798,,,AAA,,,,"",,,,,,393550,,
DB07328,"METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE",,SmallMoleculeDrug,,,11840913,99443799,,,AAF,,,,"",,,,,,10015418,,
DB07329,1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID,,SmallMoleculeDrug,,,445651,99443800,40413,,AAH,,,,"",,,,,,393226,,
DB07330,trans-4-(7-carbamoyl-1H-benzimidazol-2-yl)-1-propylpiperidinium,,SmallMoleculeDrug,,,9925908,99443801,,,AAI,,,,"",,,,,,8101543,27119,
DB07331,2-(4-NITROPHENYL)ACETIC ACID,,SmallMoleculeDrug,,,4661,99443802,40443,,AAN,,,,"",,,,,,4500,,
DB07332,"ALPHA-(2,6-DICHLOROPHENYL)-ALPHA-(2-ACETYL-5-METHYLANILINO)ACETAMIDE",,SmallMoleculeDrug,,,449080,99443803,,,AAP,,,,"",,,,,,395704,,
DB07333,"N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE",,SmallMoleculeDrug,,,4369498,99443804,,,AAX,,,,"",,,,,,3572041,11445,
DB07334,"N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE",,SmallMoleculeDrug,,,4369497,99443805,,,AAZ,,,,"",,,,,,3572040,5875,
DB07335,"3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL",,SmallMoleculeDrug,,,24905143,99443806,,,ABJ,,,,"",,,,,,24605316,,
DB07336,4-[3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOL-6-YL]-2-METHOXYPHENOL,,SmallMoleculeDrug,,,5327122,99443807,,,ABO,,,,"",,,,,,10623733,16589,
DB07337,"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",,SmallMoleculeDrug,,,448533,99443808,,,ABZ,,,,"",,,,,,395302,,
DB07338,5-[2-CHLORO-4-(TRIFLUOROMETHYL)PHENOXY]-2-NITROBENZOIC ACID,,SmallMoleculeDrug,,,44073,99443809,73172,,ACJ,,,,"",,,,,,40113,50359942,
DB07339,"(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione",,SmallMoleculeDrug,,,23270857,99443810,,,AD1,,,,"",,,,,,10430889,,
DB07340,"N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine",,SmallMoleculeDrug,,,210332,99443811,70723,,AD5,,,,"",,,,,,182286,50170831,
DB07341,"octyl 3-amino-3-deoxy-2-O-(2,6-dideoxy-alpha-L-lyxo-hexopyranosyl)-beta-D-galactopyranoside",,SmallMoleculeDrug,,,46937064,99443812,,,AD7,,,,"",,,,,,25057909,,
DB07342,1-(adamantan-1-yl)-2-(1H-imidazol-1-yl)ethanone,,SmallMoleculeDrug,,,20541332,99443813,,,AD8,,,,"",,,,,,26326081,,
DB07343,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",,SmallMoleculeDrug,,,448532,99443814,,,ADB,,,,"",,,,,,395301,,
DB07344,"3,6,9,12,15-PENTAOXAHEPTADECAN-1-OL",,SmallMoleculeDrug,,,78058,99443815,,,AE4,,,,"",,,,,,70437,,
DB07345,4-(2-aminoethyl)-2-cyclohexylphenol,,SmallMoleculeDrug,,,24748051,99443816,,,AED,,,,"",,,,,,22376492,50372980,
DB07346,4-(2-aminoethyl)-2-ethylphenol,,SmallMoleculeDrug,,,24748050,99443817,,,AEH,,,,"",,,,,,22376493,50372983,
DB07347,4-(2-Aminoethyl)Benzenesulfonyl Fluoride,34284-75-8,SmallMoleculeDrug,,,1701,99443818,,,AES,,,,"",,,AEBSF,,,1638,50398077,
DB07348,Brefeldin A,20350-15-6,SmallMoleculeDrug,,,5287620,99443819,48080,,AFB,,,,"",,,Brefeldin_A,,,4449949,97307,
DB07349,"(1S)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PENTANOYLOXY)METHYL]ETHYL OCTANOATE",,SmallMoleculeDrug,,,5287637,99443820,,,AGA,,,,"",,,,,,4449965,,
DB07350,(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide,,SmallMoleculeDrug,,,10379137,99443821,,,AGE,,,,"",,,,,,8554580,,
DB07351,O-(((1R)-((N-(PHENYL-METHOXY-CARBONYL)-ALANYL)-AMINO)METHYL)HYDROXYPHOSPHINYL)3-L-PHENYLLACTATE,,SmallMoleculeDrug,,,16741275,99443822,,,AGF,,,,"",,,,,,20572582,,
DB07352,Apigenin,520-36-5,SmallMoleculeDrug,C01477,,5280443,99443823,18388,,AGI,,,,"",,,,,,4444100,7458,
DB07353,"4-(2,5-DIAMINO-5-HYDROXY-PENTYL)-PHENOL",,SmallMoleculeDrug,,,46937065,99443824,,,AHT,,,,"",,,,,,25056663,,
DB07354,"2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM",,SmallMoleculeDrug,,,5287652,99443825,,,AI3,,,,"",,,,,,4449976,,
DB07355,3-(heptyloxy)benzoic acid,,SmallMoleculeDrug,,,14368760,99443826,,,AI7,,,,"",,,,,,13077675,,
DB07356,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",,SmallMoleculeDrug,,,11840917,99443827,40697,,AIA,,,,"",,,,,,10015422,,
DB07357,"4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",,SmallMoleculeDrug,,,448295,99443828,,,AIG,,,,"",,,,,,395137,,
DB07358,"2-amino-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide",,SmallMoleculeDrug,,,9819610,99443829,,,AJB,,,,"",,,,,,7995359,50248442,
DB07359,"3-[(4-fluorophenyl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide",,SmallMoleculeDrug,,,10411846,99443830,,,AJI,,,,"",,,,,,8587282,50294464,
DB07360,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea",,SmallMoleculeDrug,,,24880024,99443831,,,AK1,,,,"",,,,,,23331485,26315,
DB07361,"1-(3-chlorophenyl)-3-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}urea",,SmallMoleculeDrug,,,24995524,99443832,94720,,AK2,,,,"",,,,,,23331599,26326,
DB07362,"1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea",,SmallMoleculeDrug,,,15602701,99443833,,,AK3,,,,"",,,,,,13078182,,
DB07363,"THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)",,SmallMoleculeDrug,,,444607,99443834,,,AL5,,,,"",,,,,,392488,11929,
DB07364,"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",,SmallMoleculeDrug,,,5326843,99443835,,,ALH,,,,"",,,,,,20120246,7377,
DB07365,NAPHTHALEN-2-YL-3-ALANINE,,SmallMoleculeDrug,,,2724883,99443836,,,ALN,,,,"",,,,,,2006998,,
DB07366,2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER,,SmallMoleculeDrug,,,444238,99443837,,,ALZ,,,,"",,,,,,392226,,
DB07367,"(3Z,5S,6R,7S,8S,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",,SmallMoleculeDrug,,,46937066,99443838,,,AM3,,,,"",,,,,,25057981,,
DB07368,4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE,,SmallMoleculeDrug,,,199994,99443839,,,AM4,,,,"",,,,,,173103,50153442,
DB07369,"N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide",,SmallMoleculeDrug,,,17749728,99443840,,,AM8,,,,"",,,,,,22376526,,
DB07370,"(3Z,5S,6R,7S,8R,8aS)-3-(octylimino)hexahydro[1,3]thiazolo[3,4-a]pyridine-5,6,7,8-tetrol",,SmallMoleculeDrug,,,46937067,99443841,,,AMF,,,,"",,,,,,25058896,,
DB07371,3-(10-METHYL-ANTHRACEN-9-YL)-PROPIONIC ACID,,SmallMoleculeDrug,,,446967,99443842,40677,,AN1,,,,"",,,,,,394186,,
DB07373,"ANDROSTA-1,4-DIENE-3,17-DIONE",,SmallMoleculeDrug,,,13472,99443844,40799,,ANB,,,,"",,,,,,12893,91718,
DB07374,Anisomycin,22862-76-6,SmallMoleculeDrug,C11281,,253602,99443845,338412,,ANM,,,,"",,,Anisomycin,,,222267,63919,
DB07375,"5-BETA-ANDROSTANE-3,17-DIONE",,SmallMoleculeDrug,C03772,,440114,99443846,16985,,ANO,,,,"",,,,,,389114,,
DB07376,5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID),,SmallMoleculeDrug,,,1792,99443847,,,ANS,,,,"",,,,,,1726,,
DB07377,"N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE",,SmallMoleculeDrug,,,448285,99443848,,,AO5,,,,"",,,,,,395131,17594,
DB07378,"4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",,SmallMoleculeDrug,,,448297,99443849,,,AOG,,,,"",,,,,,395139,,
DB07379,(2S)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methylbutan-1-ol,"",SmallMoleculeDrug,,,6914609,99443850,,,AP9,,,,"",,,,,,5290490,,
DB07380,"1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",,SmallMoleculeDrug,,,124969,99443851,,,APF,,,,"",,,,,,111257,,
DB07381,S-Atrolactic Acid,"",SmallMoleculeDrug,,,445144,99443852,40741,,APG,,,,"",,,,,,392870,,
DB07382,"N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine",,SmallMoleculeDrug,,,42627755,99443853,,,APJ,,,,"",,,,,,25057507,,
DB07383,"N-(1-BENZYL-3,3,3-TRIFLUORO-2,2-DIHYDROXY-PROPYL)-ACETAMIDE",,SmallMoleculeDrug,,,445824,99443854,,,APL,,,,"",,,,,,393346,,
DB07384,1-ACETYL-2-CARBOXYPIPERIDINE,,SmallMoleculeDrug,,,5287692,99443855,,,APP,,,,"",,,,,,4450009,,
DB07385,"3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE",,SmallMoleculeDrug,,,5287703,99443856,,,ARH,,,,"",,,,,,26326179,,
DB07387,3-(BUTYLSULPHONYL)-PROPANOIC ACID,,SmallMoleculeDrug,,,4290313,99443858,,,ASF,,,,"",,,,,,3496605,,
DB07388,ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,,SmallMoleculeDrug,,,11149707,99443859,,,AT2,,,,"",,,,,,9324815,50148162,
DB07389,N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE,,SmallMoleculeDrug,,,10221335,99443860,,,AT6,,,,"",,,,,,8396827,36399,
DB07390,"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YL)-UREIDO]-N-METHYL-3-PHENYL-PROPIONAMIDE",,SmallMoleculeDrug,,,4369084,99443861,,,ATT,,,,"",,,,,,3571806,50241372,
