DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key
DB03518,EXPT02156,Mevalonic acid,150-97-0,S5UOB36OCZ,"(R)-3,5-dihydroxy-3-methylvaleric acid | (R)-mevalonate | (R)-mevalonic acid | 3,5-Dihydroxy-3-methylvaleric acid",KJTLQQUUPVSXIM-ZCFIWIBFSA-N
DB03520,EXPT00896,6-Chloro-2-Fluoropurine,,,"",UNRIYCIDCQDGQE-UHFFFAOYSA-N
DB03522,EXPT00567,Aspartic Acid-4-Carboxymethyl Ester,,,"",VYJCBTPDYBSANG-VKHMYHEASA-N
DB03523,EXPT00752,Brequinar,96187-53-0,5XL19F49H6,"",PHEZJEYUWHETKO-UHFFFAOYSA-N
DB03524,EXPT01953,"N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",,,"",ZIXIINLBMSXOQV-ADWZMSLQSA-N
DB03525,EXPT00304,RU79073,,,"",NSJSAHCLJYVEDM-UHFFFAOYSA-N
DB03526,EXPT00493,AL5927,,,"",LRRAIRJIZOLGPR-UHFFFAOYSA-N
DB03528,EXPT03264,9-Beta-D-Xylofuranosyl-Adenine,,,"",OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03530,EXPT00836,Acylated Ceftazidime,,,"",VEHPZKIFULQYFS-BZXVCXBKSA-N
DB03531,EXPT01389,Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone,,,"",NQOFHJRBABCNHU-UYOVOMPXSA-N
DB03532,EXPT01527,Phosphomethylphosphonic Acid Guanylate Ester,,,"",GXTIEXDFEKYVGY-KQYNXXCUSA-N
DB03533,EXPT01607,Glycoluril,,U9H2W4OS13,"",VPVSTMAPERLKKM-XIXRPRMCSA-N
DB03534,EXPT03283,3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide,,,"",AWTBJNJPBKTHEV-UHFFFAOYSA-N
DB03535,EXPT03293,Z-Pro-Prolinal,,,"",ORZXYSPOAVJYRU-HOTGVXAUSA-N
DB03536,EXPT03294,Benzoyl-Arginine-Alanine-Methyl Ketone,,,"",FAAPWXRBXXSQNJ-JSGCOSHPSA-N
DB03537,EXPT01042,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid,,,"",XSUILVORURXWDH-QIMWGGGBSA-N
DB03539,EXPT02280,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,,,"",YJMIXNAZGREWGZ-GKHCUFPYSA-N
DB03540,EXPT02311,Norcamphor,,,"",KPMKEVXVVHNIEY-NTSWFWBYSA-N
DB03541,EXPT00839,"10-Propargyl-5,8-Dideazafolic Acid",,,"",LTKHPMDRMUCUEB-IBGZPJMESA-N
DB03542,EXPT02036,L-Myo-Inositol-1-Phosphate,,,"",INAPMGSXUVUWAF-PTQMNWPWSA-L
DB03543,EXPT00024,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,,,"",AULMJMUNCOBRHC-MXWKQRLJSA-N
DB03544,EXPT01036,S-Phosphocysteine,,,"",MNEMQJJMDDZXRO-REOHCLBHSA-N
DB03546,EXPT01969,10-CF3C(OH)2-DDACTHF,,,"Hydrolyzed Form of 10-trifluoroacetyl-5,10-dideaza-acyclic-5,6,7,8-tetrahydrofolic acid",KOLDLUFBEMUZIM-YNPGLMGXSA-N
DB03548,EXPT01967,3-deoxy-α-D-manno-oct-2-ulopyranosonic acid,,ZWK96OG89F,3-deoxy-D-manno-oct-2-ulosonic acid | Kdo | α-2-keto-3-deoxyoctulosonic acid pyranose | α-Kdo | α-KDop,NNLZBVFSCVTSLA-HXUQBWEZSA-N
DB03549,EXPT00731,Biotinyl P-Nitroaniline,,,"",PORZMUYPQKOFQY-YDHLFZDLSA-N
DB03550,EXPT01909,Isopenicillin N,,,"",MIFYHUACUWQUKT-GTQWGBSQSA-N
DB03551,EXPT01206,"4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H, (3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol",,,"",WFVGWLHAOKEIOJ-MFQSTILNSA-O
DB03552,EXPT01333 | EXPT02254 | DB02387,3-Tyrosine,587-33-7,D5YF57V4QW,3-(m-Hydroxyphenyl)alanine | 3-Hydroxy-L-phenylalanine | 3-Hydroxyphenylalanine | L-m-Tyr | L-m-Tyrosine | L-mTyr | m-L-Tyrosine | m-tyrosine | meta-tyrosine,JZKXXXDKRQWDET-QMMMGPOBSA-N
DB03553,EXPT01668,Glutaric Acid,110-94-1,H849F7N00B,"",JFCQEDHGNNZCLN-UHFFFAOYSA-N
DB03554,EXPT01946,5-Iodouracil,,H59BRK500M,"",KSNXJLQDQOIRIP-UHFFFAOYSA-N
DB03555,EXPT01016,CRA_11092,,,"",CMCDWLMEDRBWIR-GTNSWQLSSA-N
DB03556,EXPT02539,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",,,"",CUDPPTPIUWYGFI-UHFFFAOYSA-N
DB03557,EXPT02927,N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid,,,"",JNKZDIBIDJQPGC-BOMBAVFCSA-N
DB03558,EXPT03087,Sp-876,,,"",SRAHBOKVSSZEHQ-LSDHHAIUSA-N
DB03559,EXPT01065,Cyclohexylformamide,,,"",SWGXDLRCJNEEGZ-UHFFFAOYSA-N
DB03560,EXPT01694,P-Hydroxybenzaldehyde,123-08-0,O1738X3Y38,"",RGHHSNMVTDWUBI-UHFFFAOYSA-N
DB03562,EXPT03059,Tetrahydrodeoxyuridine,,,"",XMJRLEURHMTTRX-FWHJPCMOSA-N
DB03564,EXPT02231,"(4r)-2-Methylpentane-2,4-Diol",,,"",SVTBMSDMJJWYQN-YFKPBYRVSA-N
DB03565,EXPT01580,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,,,"",RCCNUBYROFOKAU-HXUWFJFHSA-N
DB03566,EXPT02942,Spermidine,124-20-9,U87FK77H25,"1,5,10-Triazadecane | 1,8-Diamino-4-azaoctane | 4-Azaoctane-1,8-diamine | N-(3-Aminopropyl)-1,4-butane-diamine | N-(3-Aminopropyl)-1,4-butanediamine | N-(3-Aminopropyl)-1,4-diaminobutane | N-(3-aminopropyl)butane-1,4-diamine | Spermidin",ATHGHQPFGPMSJY-UHFFFAOYSA-N
DB03567,EXPT00365,alpha-N-Acetyl-D-galactosamine,14215-68-0,00C01APN10,GalNAc-α | N-acetyl-2-deoxy-2-amino-galactose | N-acetyl-alpha-D-galactosamine | N-acetyl-α-D-galactosamine | Tn | Tn antigen saccharide | TN antigen saccharide | Tn antigen saccharide component | TN antigen saccharide component | Tn saccharide | TN saccharide | Tn saccharide component | TN saccharide component | α-GalNAc | α-GalpNAc,OVRNDRQMDRJTHS-CBQIKETKSA-N
DB03568,EXPT00774,Butyric Acid,107-92-6,40UIR9Q29H,1-propanecarboxylic acid | Butanoic acid | Butyrate | Butyricum acidum | Ethylacetic acid | N-butanoic acid | N-butyric acid | Propylformic acid,FERIUCNNQQJTOY-UHFFFAOYSA-N
DB03569,EXPT01844,"4,5-Dehydro-L-Iduronic Acid",,,"",BPCLKHIDDIVGBM-QEMYTOFESA-N
DB03570,EXPT00030,Tris-Hydroxymethyl-Methyl-Ammonium,,,"",DRDCQJADRSJFFD-UHFFFAOYSA-N
DB03571,EXPT00198,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide",,,"",JMQTXEWNXSPEKX-UHFFFAOYSA-N
DB03572,EXPT01484,FR230513,,,"",URGFTPMACWKJKU-OAHLLOKOSA-N
DB03573,EXPT02751,WRR-99,,,"",KVZMXOVSHIMGNA-CVEARBPZSA-N
DB03574,EXPT01403,Ferricrocin-Iron,,,"",FNBCUYMSQPYITB-AFXYHRJJSA-N
DB03575,EXPT03307,Phencyclidine,77-10-1,J1DOI7UV76,1-(1-Phenylcyclohexyl)piperidine | PCP,JTJMJGYZQZDUJJ-UHFFFAOYSA-N
DB03576,EXPT03066,N-Pyridoxyl-Threonine-5-Monophosphate,,,"",IZWQBQLGLAKRMN-UHFFFAOYSA-N
DB03577,EXPT00105,Alpha-Benzyl-Aminobenzyl-Phosphonic Acid,,,"",SLMGIUOAZCYKPE-CQSZACIVSA-N
DB03578,EXPT02721,Pyruvamide,,P4O9E1R444,"",FPOLWERNILTNDK-UHFFFAOYSA-N
DB03581,EXPT01538,Glucose-6-Phosphate,56-73-5,375AW34SQA,"",VFRROHXSMXFLSN-KCDKBNATSA-N
DB03582,EXPT02981,N~2~-Succinylornithine,,,"",VWXQFHJBQHTHMK-LURJTMIESA-N
DB03583,EXPT02828,"(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One",,,"",AYOAIABDFUJDKQ-SQJPUDIVSA-N
DB03584,EXPT01645 | EXPT02895 | EXPT01648 | DB03188 | DB03599,4-Thio-beta-D-glucopyranose,,,4-deoxy-4-Thio-beta-D-glucopyranose | 4-Thio-β-D-glucopyranose,KGSURTOFVLAWDC-QZABAPFNSA-N
DB03585,EXPT02440,Oxyphenbutazone,129-20-4,A7D84513GV,Oxifenbutazona | Oxiphenbutazone | Oxyphenbutazonum,HFHZKZSRXITVMK-UHFFFAOYSA-N
DB03586,EXPT03266,5(R)-5-Fluoro-Beta-D-Xylopyranosyl-Enzyme Intermediate,,,"",CSWSGZBYLQUXQI-ZAMRNKCBSA-N
DB03587,EXPT02707,Pyruvaldehyde,78-98-8,722KLD7415,2-ketopropionaldehyde | 2-oxopropanal | Acetyl formaldehyde | Acetylformyl | alpha-ketopropionaldehyde | Methyl glyoxal | Methylglyoxal | Pyruvic aldehyde,AIJULSRZWUXGPQ-UHFFFAOYSA-N
DB03588,EXPT01167,Diphenylacetic Acid,,658NCZ0NKO,"",PYHXGXCGESYPCW-UHFFFAOYSA-N
DB03589,EXPT02110,Alpha-Ketomalonic Acid,,62R514HE48,"",XEEVLJKYYUVTRC-UHFFFAOYSA-N
DB03590,EXPT00541,"2,6-Diaminopimelic Acid",,,"",GMKMEZVLHJARHF-WHFBIAKZSA-N
DB03591,EXPT00322,RU82209,,,"",LVZDQVATAQEMCX-NSOVKSMOSA-N
DB03592,EXPT02619,Pterin-6-Yl-Methyl-Monophosphate,,,"",AJXFJEHKGGCFNM-UHFFFAOYSA-N
DB03593,EXPT01539,N7-Methyl-Guanosine-5'-Monophosphate,,,"",AOKQNZVJJXPUQA-KQYNXXCUSA-O
DB03594,EXPT03109,"1,2,4-Triazole",63598-71-0,10MS0Y1RDI,"",NSPMIYGKQJPBQR-UHFFFAOYSA-N
DB03595,EXPT00302,CRA_9785,,,"",PJUALJXOBAXGBO-UHFFFAOYSA-N
DB03596,EXPT02851,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,,,"",FSRPBGBMEKDSIJ-CYBMUJFWSA-N
DB03597,EXPT01826,Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine,,,"",QFYJAEOZTBVJQM-STQMWFEESA-N
DB03598,EXPT01889,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",,,"",XSUAVPPTKHUTDX-UHFFFAOYSA-N
DB03600,EXPT01213 | DB03838,Capric acid,334-48-5,4G9EDB6V73,1-nonanecarboxylic acid | Decanoic acid | N-capric acid | N-decanoic acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N
DB03601,EXPT01172,5-deoxyflavanone,578-86-9,T194LKP9W6,"",FURUXTVZLHCCNA-AWEZNQCLSA-N
DB03602,EXPT01647,S-Benzyl-Glutathione,,,"",XYJWEQWNNKNSFU-STQMWFEESA-N
DB03603,EXPT01594,Glucaric acid,87-73-0,QLZ991V4A2,"",DSLZVSRJTYRBFB-LLEIAEIESA-N
DB03604,EXPT00217 | DB12922,Tiratricol,51-24-1,29OQ9EU4R1,"3',3,5-Triiodothyroacetic acid | Tiratricolum | Triacana | Triiodothyroacetic acid",UOWZUVNAGUAEQC-UHFFFAOYSA-N
DB03605,EXPT00039,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",,,"",LAJJKGIZTCCOHY-NRFANRHFSA-N
DB03606,EXPT00229,(S)-Rolipram,85416-73-5,H6G4VMQ24K,(+)-rolipram | (S)-(+)-rolipram | S-rolipram,HJORMJIFDVBMOB-GFCCVEGCSA-N
DB03607,EXPT00936,[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,,,"",RJXOEUFRQATKAB-RYUDHWBXSA-N
DB03608,EXPT00754,Diminazene,536-71-0,Y5G36EEA5Z,"1,3-TRIS-(4'AMIDINOPHENYL)TRIAZINE | 4,4'-(1-Triazene-1,3-diyl)bis-benzenecarboximidamide | 4,4'-(Diazoamino)benzamidine | Diminazene aceturate | Diminazine | Diminazine aceturate",XNYZHCFCZNMTFY-UHFFFAOYSA-N
DB03609,EXPT00167,3-Deoxyguanosine,,,"",OROIAVZITJBGSM-OBXARNEKSA-N
DB03610,EXPT01405,"Alpha,Alpha,Alpha-Trifluoro-P-Cresol",,,"",BAYGVMXZJBFEMB-UHFFFAOYSA-N
DB03611,EXPT00504,L-2-amino-4-methoxy-cis-but-3-enoic acid,,,"",HLOPMQJRUIOMJO-SWOZAWMQSA-N
DB03612,EXPT00172,3-Hydroxybutyryl-Coenzyme A,,,"",QHHKKMYHDBRONY-RMNRSTNRSA-N
DB03613,EXPT00209,4-Hydroxyphenacyl Coenzyme A,,,"",ZQLMPRRTUJBILA-VXAHOBLNSA-N
DB03614,EXPT00979,Methylcobalamin,13422-55-4,BR1SN1JS2W,Co-methylcobalamin | MeCbl | mecobalamin | methyl(III)cobalamin | Methylcobalamin,JEWJRMKHSMTXPP-WZHZPDAFSA-L
DB03615,EXPT02786,Ribostamycin,25546-65-0,2Q5JOU7T53,"5-Amino-2-Aminomethyl-6-[4,6-Diamino-2-(3,4-Dihydroxy-5-Hydroxymethyl-Tetrahydro-Furan-2-Yloxy)-3-Hydroxy-Cyclohexyloxy]-Tetrahydro-Pyran-3,4-Diol | Ribastamin | RIO | Vistamycin | Xylostacin | Xylostasin",NSKGQURZWSPSBC-VVPCINPTSA-N
DB03616,EXPT01959,Kabiramide C,,,"",XYKNXOJYKRVXBX-ZAUPHERQSA-N
DB03617,EXPT00392,Modified Acarbose Hexasaccharide,,,"",YXELUDMUQSCWQW-HCVSURSQSA-N
DB03618,EXPT02354,2-(Acetylamino)-2-Deoxy-4-O-Beta-D-Galactopyranosyl-Alpha-D-Glucopyranose,,,"",KFEUJDWYNGMDBV-RCBHQUQDSA-N
DB03619,EXPT01194 | DB07690,Deoxycholic Acid,83-44-3,005990WHZZ,"(3α,5β,12α)-3,12-dihydroxycholan-24-oic acid | 3alpha,12alpha-Dihydroxy-5beta-cholanic acid | 7α-deoxycholic acid | deoxycholate | desoxycholic acid | Desoxycholsäure",KXGVEGMKQFWNSR-LLQZFEROSA-N
DB03621,EXPT00237,"L-709,587",,,"",APSPCHLQXFEUHG-CPBVNLROSA-N
DB03622,EXPT00635,"2-Hydroxy-5-[4-(2-Hydroxy-Ethyl)-Piperidin-1-Yl]-5-Phenyl-1h-Pyrimidine-4,6-Dione",,,"",IPBPOBHSNJFRFT-UHFFFAOYSA-N
DB03623,EXPT00358,"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",,,"",IUSSGTWHFMSCOY-UHFFFAOYSA-N
DB03624,EXPT01273,7-(Carboxyamino)-8-Amino-Nonanoic Acid,,,"",OQNJZSIPDMTUAJ-JGVFFNPUSA-N
DB03626,EXPT00154,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",,,"",JRPJCFILHCLEJI-UHFFFAOYSA-N
DB03627,EXPT00433,Adamantane,,PJY633525U,"",ORILYTVJVMAKLC-YNFQOJQRSA-N
DB03628,EXPT01930,ISO24,,,"",KGNSYMGWPCEFDZ-UHFFFAOYSA-N
DB03629,EXPT02377,Pyridoxal-5'-Phosphate-N-Oxide,,,"",BBWRYPTUKZTWFD-UHFFFAOYSA-N
DB03630,EXPT01829,2-Iodobenzylthio Group,,,"",KVYARXTXGITUCU-UHFFFAOYSA-N
DB03631,EXPT03144,"3-(4-Hydroxy-3-Imino-6-Oxo-Cyclohexa-1,4-Dienyl)-Alanine",,,"",FKLZKBKFGLLJJV-HPWAZMHGSA-N
DB03632,EXPT02754,Argifin,,,"",UHBHXSDKGLPPGO-HTDHLNIYSA-N
DB03633,EXPT02056,Lpc-Ether,,,"",XKBJVQHMEXMFDZ-AREMUKBSSA-O
DB03634,EXPT01335,"1,3-Di(N-Propyloxy-a-Mannopyranosyl)-Carbomyl 5-Methyazido-Benzene",,,"",GKRIMQPDERYOML-LHMXEDMUSA-N
DB03635,EXPT01359,Ethanesulfonic Acid,,599310E3U2,"",CCIVGXIOQKPBKL-UHFFFAOYSA-N
DB03636,EXPT01617,Glycinamid,,4JDT453NWO,"",BEBCJVAWIBVWNZ-UHFFFAOYSA-N
DB03637,EXPT02563,Guanidine-3-Propanol,,,"",JDXXTKLHHZMVIO-UHFFFAOYSA-O
DB03638,EXPT00898,Cytidyl-2'-5'-Phospho-Guanosine,,,"",QZDUXDLOEVJGDG-VMIOUTBZSA-N
DB03639,EXPT01555,1-Guanidinium-7-Aminoheptane,,,"",SKGAVCHIFDRDTK-UHFFFAOYSA-N
DB03640,EXPT00696 | DB02157,Beta-Hydroxyaspartic Acid,"",GDV0MSK2SG,"",YYLQUHNPNCGKJQ-NHYDCYSISA-N
DB03641,EXPT01298,"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",,,"2,4(1h,3h)-pyrimidinedione, 1-[2-deoxy-5-o-[hydroxy(phosphonoamino)phosphinyl]-beta-d-erythro-pentofuranosyl]-",COFNIXBQVWFHTR-SHYZEUOFSA-N
DB03642,EXPT00107,Benzofuran-2-Carboxylic Acid {(S)-3-Methyl-1-[3-Oxo-1-(Pyridin-2-Ylsulfonyl)Azepan-4-Ylcarbamoyl]Butyl}Amide,,,"",VBPPNJCVXGAZDD-PMACEKPBSA-N
DB03643,EXPT01013,CRA_1144,,,"",URJKRCBBKTXOHS-UHFFFAOYSA-N
DB03644,EXPT00171,3-Hydroxyanthranilic Acid,548-93-6,1UQB1BT4OT,2-Amino-3-hydroxy-benzoic acid | 2-Amino-3-Hydroxybenzoic Acid | 3-HYDROXY-ANTHRANILATE | 3-Hydroxy-anthranilsaeure | 3-hydroxyanthranilate | 3-Oxyanthranilic acid,WJXSWCUQABXPFS-UHFFFAOYSA-N
DB03645,EXPT02491,Phosphonoacetohydroxamic Acid,,,"",LDKRAXXVBWHMRH-UHFFFAOYSA-N
DB03646,EXPT01991,"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycerol",,,"",ISDBCJSGCHUHFI-UMZPFTBHSA-N
DB03647,EXPT01914,3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid,,,"",LRHXIDOGMBZJFN-UHFFFAOYSA-N
DB03648,EXPT00713,2-{N'-[2-(5-Amino-1-Phenylcarbamoyl-Pentylcarbamoyl)-Hexyl]-Hydrazinomethyl}-Hexanoic Acid(5-Amino-1-Phenylcarbamoyl-Pentyl)-Amide,,,"",YFMXWONORHSZEM-ANFUHZJESA-N
DB03649,EXPT00850,"[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate",,,"",BNMYZGAZFGNKTH-UHFFFAOYSA-N
DB03650,EXPT02029,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,,,"",ZJASRZFZRYISET-UHFFFAOYSA-N
DB03651,EXPT03078,Picric acid,88-89-1,A49OS0F91S,Picricum acidum | Trinitrophenol,OXNIZHLAWKMVMX-UHFFFAOYSA-N
DB03652,EXPT02024,beta-D-Galactopyranuronic acid,18968-14-4,,β-D-Galactopyranuronic acid | β-D-galacturonic acid,AEMOLEFTQBMNLQ-DTEWXJGMSA-N
DB03653,EXPT03273,"5-{[Ethyl(Methyl)Amino]Methyl}-2-Methyl-5,6-Dihydropyrimidin-4-Amine",,,"",UMZINNCUCWRLDQ-UHFFFAOYSA-N
DB03654,EXPT02654,"S,S-Propylthiocysteine",,,"",JOUZYBMKOXDVCY-ZCFIWIBFSA-N
DB03656,EXPT00085,Tribenuron Methyl,101200-48-0,D0493A985P,Sulfmethmeton-methyl | Tribenuron methyl ester | Tribenuron-methyl,VLCQZHSMCYCDJL-UHFFFAOYSA-N
DB03657,EXPT01010,1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose,,,"",IZZJOGWXTFEDLL-XUUWZHRGSA-N
DB03658,EXPT00594,"2-{1-[2-Amino-2-(4-Hydroxy-Phenyl)-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid",,,"",SMLJDSWXGVMNTH-NRWUCQMLSA-N
DB03659,EXPT02080,Butylamine,109-73-9,N2QV60B4WR,1-aminobutane | 1-butanamine | n-butylamine,HQABUPZFAYXKJW-UHFFFAOYSA-N
DB03660,EXPT02587,4-Iodo-L-phenylalanine,24250-85-9,J882Z73MPL,4-iodophenylalanine | p-Iodo-L-phenylalanine | p-iodophenylalanine,PZNQZSRPDOEBMS-QMMMGPOBSA-N
DB03661,EXPT02415,Cysteinesulfonic Acid,,M6W2DJ6N5K,"",XVOYSCVBGLVSOL-REOHCLBHSA-N
DB03662,EXPT02714,Vitamin B6 Complexed with 2-Amino-Pentanoic Acid,,,"",YYAMSLLSQINIQO-NSHDSACASA-N
DB03663,EXPT02125,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",,,"",BEXUQVHWMLPYKY-UHFFFAOYSA-N
DB03664,EXPT03194,P1-(Adenosine-5'-P5-(Uridine-5')Pentaphosphate,,,"",CPTLFMDLEWCNMJ-KPKSGTNCSA-N
DB03666,EXPT00583,3'-Azido-3'-Deoxythymidine-5'-Monophosphate,,97YMU05VPJ,"",OIFWQOKDSPDILA-XLPZGREQSA-N
DB03667,EXPT02867,Acetic Acid Salicyloyl-Amino-Ester,,,"",PCFWLDHLJWUGSU-UHFFFAOYSA-N
DB03668,EXPT00725,1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid,,,"",AODYJUNLDJOADV-YXZULKJRSA-N
DB03669,EXPT00212,4-Fluorophenethyl Alcohol,,,"",MWUVGXCUHWKQJE-UHFFFAOYSA-N
DB03670,EXPT02452,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",,,"",ZIBMATWHOAGNTR-UHFFFAOYSA-N
DB03671,EXPT01244,"4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One",,NQ1SX9LNAU,"",SHIBSTMRCDJXLN-KCZCNTNESA-N
DB03672,EXPT00297,9-N-Phenylmethylamino-Tacrine,,,"",JYJAEHAURXXPSD-UHFFFAOYSA-N
DB03673,EXPT03063,Beta(2-Thienyl)Alanine,,,"",WTOFYLAWDLQMBZ-LURJTMIESA-N
DB03675,EXPT01232,"2,3-Dihydroxy-Valerianic Acid",,,"",PDGXJDXVGMHUIR-UJURSFKZSA-N
DB03676,EXPT00825,Cystein-S-Yl Cacodylate,,,"",HBKZDQYWGRUTJX-BYPYZUCNSA-N
DB03677,EXPT00878,N-Cyclohexyl-N'-Decylurea,,,"",LPXYBLIRYGCMPQ-UHFFFAOYSA-N
DB03678,EXPT03193,"(6,7-Difluoro-Quinazolin-4-Yl)-(1-Methyl-2,2-Diphenyl-Ethyl)-Amine",,,"",WVGZKPGUHOZIJQ-HNNXBMFYSA-N
DB03679,EXPT03112,2-Hydroxy-Tryptophan,,,"",VAUYGGXCASQWHK-QMMMGPOBSA-N
DB03680,EXPT03129,Tartronate,,,"",ROBFUDYVXSDBQM-UHFFFAOYSA-L
DB03682,EXPT01120,"Dibenzofuran-4,6-Dicarboxylic Acid",,,"",HBBGSNOHAGNQRQ-UHFFFAOYSA-N
DB03683,EXPT02969,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,,,"",LFMOJNDZFCHHPV-SSDOTTSWSA-N
DB03685,EXPT03155,Uridine monophosphate,58-97-9,E2OU15WN0N,5'-uridylic acid | UMP | Uridine 5'-monophosphate | Uridine 5'-phosphoric acid | Uridine phosphate | Uridine-5'-monophosphate,DJJCXFVJDGTHFX-XVFCMESISA-N
DB03686,EXPT01653,S-(P-Nitrobenzyl)Glutathione,,,"",OAWORKDPTSAMBZ-STQMWFEESA-N
DB03687,EXPT00873,4-Diphosphocytidyl-2-C-Methyl-D-Erythritol,,,"",YFAUKWZNPVBCFF-XHIBXCGHSA-N
DB03688,EXPT00183,3-Hydroxy-Propanoic Acid,,C4ZF6XLD2X,"",ALRHLSYJTWAHJZ-UHFFFAOYSA-N
DB03690,EXPT02526,"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide",,,"",SNKAWJBJQDLSFF-NVKMUCNASA-O
DB03691,EXPT02790,WRR-112,,,"",KVZMXOVSHIMGNA-HOTGVXAUSA-N
DB03692,EXPT02830,1-Hexadecanosulfonyl-O-L-Serine,,,"",NKAIXQDVYXAWPS-SFHVURJKSA-N
DB03693,EXPT00931,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,,,"",OGKYMFFYOWUTKV-UHFFFAOYSA-N
DB03694,EXPT03208,N-Phenylthiourea,,6F82C6Q54C,"",FULZLIGZKMKICU-UHFFFAOYSA-N
DB03695,EXPT02259 | DB12918,Piritrexim,72732-56-0,MK2A783ZUT,"",VJXSSYDSOJBUAV-UHFFFAOYSA-N
DB03696,EXPT02002,Lanosterol,79-63-0,1J05Z83K3M,"",CAHGCLMLTWQZNJ-BQNIITSRSA-N
DB03697,EXPT02838,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,,,"",ZDYFRIZTYRFPJC-UHFFFAOYSA-N
DB03698,EXPT02142,5-Mercaptoethanol-2-Decenoyl-Coenzyme A,,,"",IJSMUHMCIYOVMM-UAQBTBCQSA-O
DB03699,EXPT02863,Succinyl-Coenzyme A,604-98-8,,"",VNOYUJKHFWYWIR-ITIYDSSPSA-N
DB03700,EXPT01284,D-Threonine,632-20-2,0756UWA0SA,"",AYFVYJQAPQTCCC-PWNYCUMCSA-N
